 (-8.726016900855919634e-01-1.851588813958663371e-01j), (2.033415089044827706e-01+6.540604210288588627e-01j), (1.559839128373952666e-01-3.470799466058733795e-01j), (2.033415089044827706e-01+6.540604210288588627e-01j)
 (-8.724451748670302154e-01-1.851256701574289232e-01j), (1.788537248371233901e-01+6.573840456779328489e-01j), (1.563924850910514697e-01-3.470166962943501687e-01j), (2.276494210874125956e-01+6.497011666747766201e-01j)
 (-8.720176916289004154e-01-1.848759191625669041e-01j), (1.542426359483987097e-01+6.596880775455091772e-01j), (1.575620320593627277e-01-3.468607025209461958e-01j), (2.517361995103463701e-01+6.443404525218691115e-01j)
 (-8.713190760121337641e-01-1.844100110551522842e-01j), (1.295539640851774699e-01+6.609526694777898559e-01j), (1.594934996430411034e-01-3.466043784657303339e-01j), (2.755446653174337679e-01+6.379677439456508115e-01j)
 (-8.703392327838705977e-01-1.837265638855294647e-01j), (1.047250526211825905e-01+6.612079596114149860e-01j), (1.621841652982449755e-01-3.462261189259290273e-01j), (2.990365460367681583e-01+6.306214625545184527e-01j)
 (-8.690972727495382966e-01-1.828307001007070942e-01j), (7.991983066636086652e-02+6.604218941451444058e-01j), (1.657090532293174490e-01-3.457066192276960215e-01j), (3.221592050183059164e-01+6.223053985961981560e-01j)
 (-8.675510821546226214e-01-1.818730544977547603e-01j), (5.519024666848896393e-02+6.586216680103011978e-01j), (1.699545255558247980e-01-3.450890727668647906e-01j), (3.448688898850630347e-01+6.130439958840182557e-01j)
 (-8.657636072513857917e-01-1.805520657845494925e-01j), (3.058341717126971879e-02+6.558172729458473516e-01j), (1.749196526174764676e-01-3.443385013735486555e-01j), (3.672339493534437782e-01+6.028080673334360595e-01j)
 (-8.636903651512141122e-01-1.791761132097756393e-01j), (5.917736841552095201e-03+6.520231459777130478e-01j), (1.806217738588706823e-01-3.434509823949772334e-01j), (3.890025820624588015e-01+5.917495895636430969e-01j)
 (-8.613735814790587364e-01-1.774413839270290449e-01j), (-1.853140685847457642e-02+6.472447659578606238e-01j), (1.870103105010531286e-01-3.424321431558370876e-01j), (4.103337557150436021e-01+5.797496716866572530e-01j)
 (-8.588001694426905530e-01-1.755054741744714042e-01j), (-4.272210836607151507e-02+6.415190293800782095e-01j), (1.941549008833993450e-01-3.412195518474246958e-01j), (4.309974783502883433e-01+5.669958181112915163e-01j)
 (-8.559786624801312138e-01-1.733730630136229023e-01j), (-6.672574452690664681e-02+6.348530519083371848e-01j), (2.019464673572117230e-01-3.398463280983665680e-01j), (4.511470685918513857e-01+5.533581156005389357e-01j)
 (-8.528880702434230576e-01-1.710431423251156657e-01j), (-9.061432923270101858e-02+6.272687874728883894e-01j), (2.103421468460596466e-01-3.383235221798666092e-01j), (4.706605458309240930e-01+5.389583863325039248e-01j)
 (-8.495856952795274308e-01-1.683765971755040169e-01j), (-1.141299179665193619e-01+6.188031507878378745e-01j), (2.194128458963773010e-01-3.365786259637599254e-01j), (4.894938925585757827e-01+5.238170998047442239e-01j)
 (-8.460586277986152925e-01-1.653767916834892049e-01j), (-1.373533130935223889e-01+6.094847170210528908e-01j), (2.291110688989151101e-01-3.346082769567970128e-01j), (5.076243766882380104e-01+5.079788891202841050e-01j)
 (-8.422947249896285404e-01-1.622003981334389222e-01j), (-1.601529338151826687e-01+5.993723365241255818e-01j), (2.393261905350622942e-01-3.324450502323279544e-01j), (5.249319457838405034e-01+4.915664328405582872e-01j)
 (-8.383098911506631223e-01-1.587033912648475875e-01j), (-1.827140914211980993e-01+5.884355387772954860e-01j), (2.501341585890576313e-01-3.300177460485181347e-01j), (5.415731546861602963e-01+4.744454848802761582e-01j)
 (-8.340927331603951167e-01-1.550417262836750742e-01j), (-2.049138980537293375e-01+5.767388819772999442e-01j), (2.614127778021383963e-01-3.273489361549382637e-01j), (5.573414179160790516e-01+4.568288010571295299e-01j)
 (-8.296839230957419042e-01-1.509287174677471366e-01j), (-2.266392676372903925e-01+5.643520425805444996e-01j), (2.731792726181015984e-01-3.244108153435160680e-01j), (5.723009900868737398e-01+4.386660952770161104e-01j)
