 (-1.490616148772537231e-01-4.772636954244323104e-01j), (-1.393073614490838996e-01+4.802014775550927927e-01j), (4.998909121196955518e-01-1.044394466371817431e-02j), (-1.363538152364364431e-01+4.810484768403988642e-01j)
 (-1.504935846322067727e-01-4.768140947838568344e-01j), (-1.222689170300588907e-01+4.848198757562405814e-01j), (4.999139750975470919e-01-9.274562101201849068e-03j), (-1.535788188288391698e-01+4.758293248709442591e-01j)
 (-1.522264910205048116e-01-4.762636826712531857e-01j), (-1.049547994750872904e-01+4.888603993648332202e-01j), (4.999445613300337876e-01-7.445508479617977265e-03j), (-1.711058792334881895e-01+4.698114282259797658e-01j)
 (-1.540799999137122400e-01-4.756672719733726074e-01j), (-8.727047212472359428e-02+4.923249584320582017e-01j), (4.999738313113967769e-01-5.115467114835581426e-03j), (-1.889574914073478551e-01+4.629201512583374645e-01j)
 (-1.559057281912324122e-01-4.750719986666879224e-01j), (-6.926895140452163369e-02+4.951785661469183530e-01j), (4.999940977837419309e-01-2.429440557398919714e-03j), (-2.070843669179703306e-01+4.551000604023069385e-01j)
 (-1.575914038120685423e-01-4.745154891513463924e-01j), (-5.116054532743875838e-02+4.973757117127846628e-01j), (4.999997502533963245e-01+4.997464770293603715e-04j), (-2.253841072300050985e-01+4.463205173506294976e-01j)
 (-1.591205484897584010e-01-4.740049061437217048e-01j), (-3.323907436734774290e-02+4.988939405677342287e-01j), (4.999870264969172307e-01+3.601851575367177177e-03j), (-2.437159977902489394e-01+4.365804764543455563e-01j)
 (-1.605226323656298582e-01-4.735319255323856558e-01j), (-1.587528545774510164e-02+4.997479117631559720e-01j), (4.999529292376411749e-01+6.860652061004931211e-03j), (-2.619402346682728200e-01+4.258958950987085657e-01j)
 (-1.618507466711617271e-01-4.730796294515199341e-01j), (6.312423794115512880e-04+4.999996015328996846e-01j), (4.998936165780663021e-01+1.031368530163838566e-02j), (-2.799687106908235190e-01+4.142674510918253894e-01j)
 (-1.631462437258423825e-01-4.726344286635792979e-01j), (1.612563297048231689e-02+4.997398963073703682e-01j), (4.998028556522462473e-01+1.403942598042834042e-02j), (-2.977978042118467061e-01+4.016422136760559591e-01j)
 (-1.644444654128146832e-01-4.721843049012679483e-01j), (3.062891063743482592e-02+4.990609880897965422e-01j), (4.996713790363194185e-01+1.812492681206737816e-02j), (-3.154634964361088256e-01+3.879211033397192976e-01j)
 (-1.657460213742636690e-01-4.717290073745752932e-01j), (4.426775778579664089e-02+4.980365103289296491e-01j), (4.994867174521293585e-01+2.264992469958059321e-02j), (-3.330010767977040209e-01+3.729749091447970843e-01j)
 (-1.670613675801257969e-01-4.712647869958651037e-01j), (5.730900909711802299e-02+4.967048192601984935e-01j), (4.992351439630773324e-01+2.764545228722925518e-02j), (-3.504165913830826762e-01+3.566626031468139169e-01j)
 (-1.684455455688922132e-01-4.707718111548293005e-01j), (7.009600788455321030e-02+4.950621674887393797e-01j), (4.989046157258035241e-01+3.307845836021296171e-02j), (-3.676548665440793062e-01+3.388656062607345865e-01j)
 (-1.700206252378752558e-01-4.702052604913326550e-01j), (8.297054494669381386e-02+4.930678337422231827e-01j), (4.984884912725116024e-01+3.884873316924442044e-02j), (-3.845807555167090053e-01+3.195272171289909036e-01j)
 (-1.719448386101377346e-01-4.695050292332699771e-01j), (9.619735381092357762e-02+4.906588113137029805e-01j), (4.979866822076473021e-01+4.482481839137460178e-02j), (-4.009931312076454590e-01+2.986712385287341731e-01j)
 (-1.743779612014468849e-01-4.686067932149796667e-01j), (1.099440388140341118e-01+4.877625532257044427e-01j), (4.974043579141832483e-01+5.088128072266931423e-02j), (-4.166758911952402333e-01+2.763714921923973167e-01j)
 (-1.774197655361984538e-01-4.674636101313987546e-01j), (1.242049225260090650e-01+4.843275102864879611e-01j), (4.967477723050393590e-01+5.693549604579547369e-02j), (-4.313927080361942834e-01+2.527851487987354817e-01j)
 (-1.810531632534091440e-01-4.660683984952577741e-01j), (1.387744992411410194e-01+4.803557414670616144e-01j), (4.960181058037244628e-01+6.297649335176730423e-02j), (-4.449232168252948982e-01+2.281300750226318286e-01j)
 (-1.851541271439477443e-01-4.644544640775485345e-01j), (1.533036436441665151e-01+4.759180526576213266e-01j), (4.952080233098853368e-01+6.905804550894879823e-02j), (-4.570702977062262584e-01+2.026986505992127430e-01j)
 (-1.895462629040220726e-01-4.626793859889581917e-01j), (1.673983250758516450e-01+4.711452013570758268e-01j), (4.943003079689742285e-01+7.528084445446422968e-02j), (-4.677022792916137872e-01+1.767896432074834712e-01j)
