est_id,t,power,good
320836828,1410726689.01819,-17.11,1
320836829,1410726691.18071,-17.03,1
320836830,1410726693.31485,-17.03,1
320836831,1410726695.68169,-17.12,1
320836785,1410726727.52833,-17.08,1
320836786,1410726729.61841,-35.46,0
320836787,1410726729.71949,-35.72,0
320836788,1410726730.27659,-34.99,0
320836789,1410726731.81013,-17.04,1
320836790,1410726733.96393,-17.06,1
320836791,1410726736.19697,-17.14,1
320836792,1410726768.07058,-17.04,1
320836793,1410726770.21114,-17.11,1
320836794,1410726772.34204,-17.2,1
320836795,1410726774.4649,-17.14,1
320836796,1410726776.5711,-17.15,1
320837488,1410726808.42388,-17.06,1
320837489,1410726810.53781,-17.15,1
320837490,1410726812.65695,-17.19,1
320837491,1410726814.7695,-17.34,1
320837492,1410726816.87568,-17.19,1
320837448,1410726850.66617,-17.3,1
320837449,1410726852.7558,-17.26,1
320837450,1410726854.8578,-17.25,1
320837451,1410726857.05089,-17.32,1
320837452,1410726890.56172,-17.33,1
320837453,1410726892.65453,-17.37,1
320837454,1410726894.74458,-17.23,1
320837455,1410726896.84203,-17.32,1
320837456,1410726898.93858,-17.34,1
320838367,1410726930.19805,-17.38,1
320838368,1410726932.28299,-17.36,1
320838369,1410726934.35809,-17.29,1
320838370,1410726936.4433,-17.36,1
320838371,1410726938.51362,-17.39,1
320838320,1410726971.72605,-17.39,1
320838321,1410726973.81646,-17.41,1
320838322,1410726975.98697,-17.41,1
320838323,1410726977.96898,-17.48,1
320838324,1410727011.19142,-17.23,1
320838325,1410727013.27628,-17.35,1
320838326,1410727015.35984,-17.42,1
320838327,1410727017.44136,-17.33,1
320838328,1410727019.50025,-17.36,1
320839434,1410727052.89285,-17.28,1
320839435,1410727054.99092,-17.28,1
320839436,1410727057.07608,-17.34,1
320839437,1410727059.17065,-17.26,1
320839394,1410727092.68241,-17.34,1
320839395,1410727094.84082,-17.2,1
