est_id,t,power,good
320810878,1410722889.417930,-21.11,1
320810879,1410722891.578510,-21.12,1
320810880,1410722893.764530,-21.16,1
320810881,1410722926.194870,-21.07,1
320810882,1410722928.354210,-21.19,1
320810883,1410722930.523770,-21.10,1
320810884,1410722932.682250,-20.98,1
320811732,1410722965.131180,-20.97,1
320811733,1410722967.298650,-21.09,1
320811734,1410722969.458070,-21.09,1
320811735,1410722971.614810,-20.99,1
320811736,1410722973.787290,-21.21,1
320811680,1410723006.207470,-21.20,1
320811681,1410723008.334820,-21.17,1
320811682,1410723010.490380,-21.21,1
320811683,1410723012.650220,-21.09,1
320811684,1410723014.806880,-21.14,1
320811685,1410723047.136820,-21.10,1
320811686,1410723049.311080,-21.11,1
320811687,1410723051.456930,-21.31,1
320811688,1410723053.600100,-21.07,1
320811689,1410723055.748240,-21.11,1
320812732,1410723087.988460,-21.07,1
320812733,1410723090.133640,-20.88,1
320812734,1410723092.293580,-21.27,1
320812735,1410723094.665390,-23.24,0
320812650,1410723128.795390,-21.15,1
320812651,1410723130.940190,-21.17,1
320812652,1410723133.088140,-21.12,1
320812653,1410723135.231610,-21.19,1
320812654,1410723167.424440,-21.19,1
320812655,1410723169.572720,-21.25,1
320812656,1410723171.715690,-21.33,1
320812657,1410723173.864270,-21.08,1
320812658,1410723174.701290,-30.17,0
320812659,1410723176.012570,-21.08,1
320813607,1410723208.188190,-21.14,1
320813608,1410723210.337530,-20.86,1
320813609,1410723212.483720,-21.19,1
320813610,1410723214.629620,-21.08,1
320813611,1410723216.775770,-21.12,1
320813512,1410723248.978130,-21.17,1
320813513,1410723251.119260,-21.20,1
320813514,1410723253.249200,-21.19,1
320813515,1410723255.392270,-21.20,1
320813516,1410723257.541480,-21.21,1
320813517,1410723289.710080,-21.27,1
320813518,1410723291.854910,-21.20,1
320813519,1410723294.000500,-21.17,1
320813520,1410723296.148650,-21.15,1
320813521,1410723298.281690,-21.07,1
320814634,1410723330.398200,-21.11,1
320814635,1410723332.534050,-21.23,1
320814636,1410723334.677980,-21.11,1
320814637,1410723336.814440,-21.16,1
320814465,1410723370.995220,-21.18,1
320814466,1410723373.131590,-21.29,1
320814467,1410723375.262420,-21.22,1
320814468,1410723377.399940,-21.29,1
320814469,1410723411.487550,-21.17,1
320814470,1410723413.611440,-21.17,1
320814471,1410723414.545050,-30.56,0
320814472,1410723415.612820,-30.69,0
320814473,1410723415.684270,-31.08,0
320814474,1410723415.744500,-21.21,1
320814475,1410723417.880170,-21.10,1
320814476,1410723418.305340,-30.85,0
320814477,1410723419.260950,-30.43,0
320814478,1410723419.468840,-30.98,0
320815483,1410723451.975660,-21.09,1
320815484,1410723454.087960,-21.25,1
320815485,1410723456.215730,-21.27,1
320815486,1410723458.352780,-21.01,1
320815340,1410723492.508840,-21.18,1
320815341,1410723494.641150,-21.25,1
320815342,1410723496.789520,-21.36,1
320815343,1410723498.954500,-21.25,1
320815344,1410723533.157300,-20.93,1
320815345,1410723535.301450,-21.32,1
320815346,1410723535.922100,-29.22,0
320815347,1410723537.436680,-21.17,1
320815348,1410723539.580130,-21.26,1
320816181,1410723571.755710,-21.16,1
320816182,1410723573.906630,-21.15,1
320816183,1410723576.030100,-21.11,1
320816184,1410723578.190860,-21.14,1
320816185,1410723580.343960,-21.17,1
320816091,1410723612.533940,-21.10,1
320816092,1410723614.693910,-21.03,1
320816093,1410723616.837900,-21.22,1
320816094,1410723618.987160,-21.10,1
320816095,1410723621.130910,-21.24,1
320816096,1410723653.370860,-21.24,1
320816097,1410723655.518150,-21.12,1
320816098,1410723657.661200,-20.99,1
320816099,1410723659.809580,-21.19,1
320816746,1410723660.913040,-31.31,0
320816747,1410723660.986350,-30.29,0
320816748,1410723661.070560,-30.29,0
320816749,1410723661.810710,-30.91,0
320816750,1410723661.966440,-21.06,1
320816751,1410723662.126010,-26.89,0
320816752,1410723694.145430,-21.20,1
320816753,1410723696.293880,-21.16,1
320816754,1410723698.439290,-21.17,1
320816755,1410723700.574260,-21.19,1
320816756,1410723702.717990,-21.16,1
320816653,1410723734.791650,-21.22,1
320816654,1410723736.953460,-21.31,1
320816655,1410723739.081350,-21.21,1
320816656,1410723741.194530,-21.18,1
320816657,1410723742.132500,-30.10,0
320816658,1410723775.287340,-21.23,1
320816659,1410723777.423500,-21.31,1
320816660,1410723779.543800,-21.36,1
320817349,1410723781.679910,-21.38,1
320817350,1410723782.211360,-30.24,0
320817351,1410723814.767490,-30.35,0
320817352,1410723815.727340,-21.43,1
320817353,1410723817.860300,-21.41,1
320817354,1410723819.991720,-21.38,1
320817355,1410723822.103140,-21.35,1
320817216,1410723856.104590,-21.34,1
320817217,1410723858.223650,-21.30,1
320817218,1410723860.392000,-21.38,1
320817219,1410723862.479020,-21.34,1
320817220,1410723864.193280,-30.27,0
320817221,1410723864.242980,-29.86,0
320817222,1410723864.289190,-30.32,0
320817223,1410723896.445070,-21.43,1
320817224,1410723898.565050,-21.38,1
320818217,1410723900.699120,-21.31,1
320818218,1410723903.036670,-21.38,1
320818219,1410723904.920550,-21.38,1
320818220,1410723936.725930,-21.23,1
320818221,1410723938.849600,-21.28,1
320818222,1410723940.969680,-21.29,1
320818223,1410723943.081720,-21.52,1
320818224,1410723945.202110,-21.28,1
320818094,1410723976.995650,-21.45,1
320818095,1410723978.390170,-31.89,0
320818096,1410723978.729090,-31.24,0
320818097,1410723979.090650,-21.43,1
320818098,1410723979.129870,-29.78,0
320818099,1410723979.954330,-28.27,0
320818100,1410723980.424810,-28.97,0
320818101,1410723980.753690,-28.38,0
320818102,1410723981.213360,-21.55,1
320818103,1410723983.351170,-21.38,1
320818104,1410723984.909230,-23.33,0
320818105,1410723985.104950,-25.47,0
320818106,1410723985.308960,-26.35,0
320818107,1410723985.393780,-27.76,0
320818108,1410723985.603590,-22.04,0
320818109,1410724017.236430,-21.24,1
320818110,1410724019.357480,-21.24,1
320819198,1410724021.481120,-21.24,1
320819199,1410724023.344390,-29.80,0
320819200,1410724023.409060,-30.05,0
320819201,1410724023.600940,-21.36,1
320819202,1410724023.820770,-29.58,0
320819203,1410724023.881140,-29.17,0
320819204,1410724024.025580,-30.76,0
320819205,1410724025.725360,-21.28,1
320819206,1410724025.785030,-29.69,0
320819207,1410724025.882400,-28.24,0
320819208,1410724025.929220,-29.39,0
320819209,1410724057.591400,-21.28,1
320819210,1410724059.727420,-21.42,1
320819211,1410724059.815530,-23.96,0
320819212,1410724059.952700,-31.29,0
320819213,1410724060.121910,-29.81,0
320819214,1410724061.834850,-21.17,1
320819215,1410724063.975110,-21.37,1
320819216,1410724066.099220,-21.29,1
320819073,1410724097.978310,-21.31,1
320819074,1410724100.108800,-21.23,1
320819075,1410724102.246320,-21.34,1
320819076,1410724104.373140,-21.28,1
320819077,1410724106.501310,-21.35,1
320819078,1410724138.475880,-21.30,1
320819940,1410724140.598600,-21.33,1
320819941,1410724142.718660,-21.35,1
320819942,1410724144.853780,-21.29,1
320819943,1410724147.003110,-21.30,1
320819944,1410724178.986530,-21.17,1
320819945,1410724181.094820,-30.36,0
320819946,1410724181.118470,-21.10,1
320819947,1410724183.253950,-21.18,1
320819948,1410724185.385960,-21.14,1
320819949,1410724187.521980,-21.10,1
320819794,1410724219.578690,-21.29,1
320819795,1410724221.753550,-21.11,1
320819796,1410724222.842360,-28.45,0
320819797,1410724222.866630,-28.57,0
320819798,1410724223.858940,-20.98,1
320819799,1410724224.331990,-28.43,0
320819800,1410724224.531520,-28.69,0
320819801,1410724224.617240,-27.69,0
320819802,1410724224.774580,-27.65,0
320819803,1410724225.890060,-28.08,0
320819804,1410724225.919780,-27.64,0
320819805,1410724225.977450,-28.39,0
320819806,1410724225.991290,-28.03,0
320819807,1410724226.032020,-21.10,1
320819808,1410724226.043980,-28.14,0
320819809,1410724226.099990,-27.71,0
320819810,1410724226.145650,-27.11,0
320819811,1410724226.179060,-27.28,0
320819812,1410724226.239730,-27.96,0
320819813,1410724228.168520,-21.20,1
320820779,1410724260.070870,-23.31,0
320820780,1410724260.203100,-24.17,0
320820781,1410724260.775020,-22.71,0
320820782,1410724260.882990,-27.95,0
320820783,1410724260.992020,-25.70,0
320820784,1410724261.464880,-25.19,0
320820785,1410724261.515940,-23.52,0
320820786,1410724261.828880,-22.34,0
320820787,1410724262.202830,-28.14,0
320820788,1410724262.238490,-21.24,1
320820789,1410724262.279720,-24.32,0
320820790,1410724262.340420,-25.97,0
320820791,1410724262.726440,-27.07,0
320820792,1410724264.531970,-21.08,1
320820793,1410724266.680010,-21.19,1
320820794,1410724268.811690,-21.13,1
320820795,1410724300.979130,-21.18,1
320820796,1410724303.156030,-21.16,1
320820797,1410724305.411230,-21.01,1
320820798,1410724307.424660,-21.16,1
320820632,1410724341.772610,-21.19,1
320820633,1410724342.470780,-27.90,0
320820634,1410724343.301470,-28.53,0
320820635,1410724343.350540,-27.82,0
320820636,1410724343.850090,-28.59,0
320820637,1410724344.018000,-26.04,0
320820638,1410724344.320730,-28.62,0
320820639,1410724344.501130,-27.66,0
320820640,1410724344.565290,-26.19,0
320820641,1410724344.816480,-28.00,0
320820642,1410724345.109740,-27.80,0
320820643,1410724345.169590,-27.21,0
320820644,1410724345.229640,-26.80,0
320820645,1410724345.364810,-26.64,0
320820646,1410724345.558380,-27.25,0
320820647,1410724345.687460,-27.59,0
320820648,1410724346.005050,-27.57,0
320820649,1410724346.072780,-20.94,1
320820650,1410724346.166000,-26.68,0
320820651,1410724346.249550,-28.25,0
320820652,1410724348.251110,-21.11,1
320821713,1410724380.411410,-21.12,1
320821714,1410724382.555130,-21.29,1
320821715,1410724384.719050,-21.18,1
320821716,1410724386.864670,-21.22,1
320821717,1410724388.983750,-21.18,1
320821718,1410724421.151770,-21.12,1
320821719,1410724421.259600,-27.81,0
320821720,1410724422.884690,-29.21,0
320821721,1410724423.295980,-21.13,1
320821722,1410724425.431880,-21.37,1
320821723,1410724425.999440,-29.21,0
320821724,1410724426.023730,-28.76,0
320821725,1410724427.576280,-21.34,1
320821726,1410724429.738440,-21.27,1
320821474,1410724461.902990,-21.17,1
320821475,1410724463.565000,-28.92,0
320821476,1410724463.635920,-29.46,0
320821477,1410724463.748370,-29.21,0
320821478,1410724463.999110,-21.35,1
320821479,1410724466.151890,-21.12,1
320821480,1410724468.293710,-21.25,1
320821481,1410724470.439940,-21.47,1
320822507,1410724502.621940,-21.36,1
320822508,1410724504.762870,-21.36,1
320822509,1410724506.903120,-21.31,1
320822510,1410724508.549680,-29.32,0
320822511,1410724508.646630,-31.23,0
320822512,1410724509.023320,-21.33,1
320822513,1410724511.179850,-21.31,1
320822514,1410724543.410360,-21.72,1
320822515,1410724544.265960,-31.42,0
320822516,1410724545.549860,-21.76,1
320822517,1410724547.696990,-21.62,1
320822518,1410724549.840920,-21.68,1
320822320,1410724584.279040,-21.57,1
320822321,1410724585.357480,-26.60,0
320822322,1410724586.454380,-21.46,1
320822323,1410724588.594300,-21.51,1
320822324,1410724590.741490,-21.49,1
320823166,1410724623.086700,-21.60,1
320823167,1410724625.248170,-21.77,1
320823168,1410724627.377830,-21.78,1
320823169,1410724629.538700,-21.73,1
320823170,1410724631.694580,-21.63,1
320823171,1410724664.082980,-21.59,1
320823172,1410724666.239640,-21.54,1
320823173,1410724668.418340,-21.60,1
320823174,1410724670.571930,-21.50,1
320823175,1410724672.714620,-21.56,1
320823131,1410724705.151200,-21.69,1
320823132,1410724707.697830,-21.88,1
320823133,1410724709.464410,-21.64,1
320823134,1410724711.650380,-21.71,1
320823852,1410724787.356980,-21.57,1
320823853,1410724789.515960,-21.58,1
320823854,1410724791.683700,-21.56,1
320823855,1410724793.855350,-21.55,1
320823856,1410724796.016910,-21.61,1
320823793,1410724828.502080,-21.55,1
320823794,1410724830.673960,-21.50,1
320823795,1410724832.878690,-21.53,1
320823796,1410724835.002590,-21.44,1
320824558,1410724867.529170,-21.69,1
320824559,1410724869.700220,-21.69,1
320824560,1410724871.853710,-21.67,1
320824561,1410724874.020860,-21.50,1
320824562,1410724876.193930,-21.70,1
320824563,1410724908.713560,-21.76,1
320824564,1410724910.909940,-21.56,1
320824565,1410724913.041990,-21.67,1
320824566,1410724915.209010,-21.63,1
320824567,1410724917.381950,-21.78,1
320824465,1410724949.912890,-21.56,1
320824466,1410724952.082900,-21.50,1
320824467,1410724952.457170,-28.25,0
320824468,1410724953.562840,-30.39,0
320824469,1410724953.597910,-30.10,0
320824470,1410724954.241990,-21.49,1
320824471,1410724956.576150,-21.37,1
320825490,1410724988.908230,-21.77,1
320825491,1410724991.080440,-21.51,1
320825492,1410724993.240580,-21.70,1
320825493,1410724995.409160,-21.48,1
320825494,1410724997.581580,-21.48,1
320825495,1410725030.074190,-21.65,1
320825496,1410725032.245330,-21.65,1
320825497,1410725034.405220,-21.53,1
320825498,1410725036.573250,-21.30,1
320825499,1410725038.744940,-21.43,1
320825434,1410725071.216470,-21.54,1
320825435,1410725073.386290,-21.49,1
320825436,1410725075.551800,-21.70,1
320825437,1410725077.733480,-21.54,1
320826055,1410725110.120880,-21.46,1
320826056,1410725112.275610,-21.29,1
320826057,1410725114.435090,-21.40,1
320826058,1410725116.592950,-21.33,1
320826059,1410725118.752570,-21.45,1
320826060,1410725151.052810,-21.49,1
320826061,1410725153.200990,-21.52,1
320826062,1410725155.344080,-21.60,1
320826063,1410725157.504250,-21.46,1
320826064,1410725159.673050,-21.52,1
320825986,1410725191.280550,-32.01,0
320825987,1410725191.882200,-21.76,1
320825988,1410725193.995980,-21.68,1
320825989,1410725196.140450,-21.57,1
320825990,1410725198.290700,-21.50,1
320825991,1410725200.433050,-21.77,1
320827626,1410725232.611630,-21.46,1
320827627,1410725234.763960,-21.41,1
320827628,1410725236.893670,-21.30,1
320827629,1410725239.041450,-21.49,1
320827630,1410725273.353900,-21.49,1
320827631,1410725275.488200,-21.48,1
320827632,1410725276.421640,-29.76,0
320827633,1410725277.634600,-21.51,1
320827634,1410725279.781420,-21.54,1
320827548,1410725314.007120,-21.41,1
320827549,1410725316.177090,-21.46,1
320827550,1410725318.286780,-21.47,1
320827551,1410725320.421300,-21.49,1
320827464,1410725352.422500,-21.63,1
320827465,1410725354.528910,-21.87,1
320827466,1410725356.662930,-21.72,1
320827467,1410725358.782740,-21.83,1
320827468,1410725360.918240,-21.64,1
320827469,1410725394.675260,-29.15,0
320827470,1410725394.929400,-21.89,1
320827471,1410725397.050300,-21.90,1
320827472,1410725399.174580,-21.85,1
320827405,1410725401.293870,-21.91,1
320827406,1410725435.278690,-21.83,1
320827407,1410725437.382790,-21.82,1
320827408,1410725439.504140,-21.76,1
320827409,1410725441.627800,-21.94,1
320827338,1410725475.623110,-21.47,1
320827339,1410725477.747530,-21.50,1
320827340,1410725479.868420,-21.67,1
320827341,1410725482.004320,-21.56,1
320827342,1410725516.065650,-21.73,1
320827343,1410725518.196070,-21.68,1
320827732,1410725520.308490,-21.55,1
320827733,1410725522.440690,-21.67,1
320827734,1410725556.536070,-21.75,1
320827735,1410725558.671540,-21.56,1
320827736,1410725559.627910,-30.17,0
320827737,1410725560.823010,-21.70,1
320827738,1410725562.953940,-21.65,1
320827739,1410725563.762790,-29.14,0
320827740,1410725563.847780,-30.94,0
320827741,1410725563.933430,-30.59,0
320827742,1410725564.028450,-29.16,0
320828574,1410725596.064100,-28.24,0
320828575,1410725597.056610,-21.42,1
320828576,1410725597.556690,-29.37,0
320828577,1410725597.653110,-29.27,0
320828578,1410725597.760220,-28.32,0
320828579,1410725597.872940,-28.17,0
320828580,1410725597.909450,-27.77,0
320828581,1410725598.005550,-28.78,0
320828582,1410725598.805920,-28.56,0
320828583,1410725599.193070,-21.89,1
320828584,1410725601.325520,-21.45,1
320828585,1410725601.496220,-27.06,0
320828586,1410725601.789270,-28.38,0
320828587,1410725601.825440,-27.93,0
320828588,1410725602.016790,-28.04,0
320828589,1410725602.052720,-27.57,0
320828590,1410725602.441110,-27.60,0
320828591,1410725602.500670,-27.76,0
320828592,1410725602.554190,-27.98,0
320828593,1410725603.436440,-27.58,0
320828594,1410725603.617380,-27.64,0
320828595,1410725603.814160,-27.80,0
320828596,1410725603.945640,-27.73,0
320828597,1410725604.428670,-28.70,0
320828598,1410725635.445680,-21.75,1
320828599,1410725637.585080,-21.90,1
320828600,1410725639.690330,-21.78,1
320828494,1410725641.825620,-21.63,1
320828495,1410725643.971810,-21.68,1
320828496,1410725675.933460,-21.68,1
320828497,1410725678.066370,-21.85,1
320828498,1410725680.202880,-21.76,1
320828499,1410725682.322830,-21.74,1
320828500,1410725684.457510,-21.97,1
320829302,1410725716.452580,-21.63,1
320829303,1410725718.597860,-21.68,1
320829304,1410725720.709270,-21.79,1
320829305,1410725722.845530,-21.87,1
320829306,1410725725.050280,-21.71,1
320829307,1410725756.987330,-21.70,1
320829308,1410725759.120190,-21.71,1
320829268,1410725761.277140,-21.85,1
320829269,1410725763.402260,-21.76,1
320829270,1410725765.524220,-21.66,1
320829271,1410725797.580620,-21.91,1
320829272,1410725799.719660,-21.82,1
320829273,1410725801.857970,-21.76,1
320829274,1410725804.024260,-21.57,1
320829275,1410725806.149170,-21.54,1
320829991,1410725838.229310,-21.80,1
320829992,1410725840.349700,-21.60,1
320829993,1410725842.498050,-21.73,1
320829994,1410725844.629650,-21.80,1
320829995,1410725846.776930,-21.82,1
320829996,1410725878.886920,-21.78,1
320829943,1410725881.030140,-21.76,1
320829944,1410725883.166270,-21.79,1
320829945,1410725885.311270,-21.69,1
320829946,1410725887.456870,-21.73,1
320829947,1410725919.627250,-21.52,1
320829948,1410725921.746520,-21.63,1
320829949,1410725923.882250,-21.67,1
320829950,1410725926.027400,-21.62,1
320829951,1410725928.174780,-21.78,1
320830805,1410725960.355460,-21.75,1
320830806,1410725962.498320,-21.74,1
320830807,1410725964.646280,-21.66,1
320830808,1410725966.790910,-21.61,1
320830766,1410726001.170000,-21.80,1
320830767,1410726003.334860,-21.65,1
320830768,1410726005.448490,-21.77,1
320830769,1410726007.606900,-21.58,1
320830770,1410726039.846670,-21.68,1
320830771,1410726041.989440,-21.54,1
320830772,1410726044.149080,-21.55,1
320830773,1410726046.293420,-21.56,1
320830774,1410726048.453650,-21.50,1
320831605,1410726080.731070,-21.54,1
320831606,1410726082.891180,-21.73,1
320831607,1410726085.034530,-21.64,1
320831608,1410726087.183180,-21.50,1
320831609,1410726089.358470,-21.62,1
320831537,1410726121.642270,-21.63,1
320831538,1410726123.785300,-21.49,1
320831539,1410726125.947000,-21.52,1
320831540,1410726128.102010,-21.49,1
320831541,1410726130.250260,-21.60,1
320831542,1410726162.574760,-21.64,1
320831543,1410726164.760590,-21.84,1
320831544,1410726166.886770,-21.84,1
320831545,1410726169.039620,-21.74,1
320832500,1410726203.279030,-30.79,0
320832501,1410726203.525130,-21.45,1
320832502,1410726205.680900,-21.52,1
320832503,1410726207.839940,-21.59,1
320832504,1410726209.985070,-21.53,1
320832371,1410726242.323630,-21.54,1
320832372,1410726244.476940,-21.64,1
320832373,1410726246.640610,-21.64,1
320832374,1410726248.759690,-29.65,0
320832375,1410726248.785500,-21.56,1
320832376,1410726250.944830,-21.55,1
320832377,1410726283.256920,-21.61,1
320832378,1410726285.416290,-21.41,1
320832379,1410726285.716210,-28.49,0
320832380,1410726286.615950,-27.78,0
320832381,1410726286.652550,-28.73,0
320832382,1410726287.561080,-21.46,1
320832383,1410726287.731820,-27.99,0
320832384,1410726287.840060,-28.28,0
320832385,1410726288.083940,-28.21,0
320832386,1410726288.180750,-27.85,0
320832387,1410726288.473110,-28.50,0
320832388,1410726288.557160,-28.44,0
320832389,1410726288.640980,-27.72,0
320832390,1410726289.249530,-28.84,0
320832391,1410726289.720920,-21.46,1
320832392,1410726291.876440,-21.56,1
320833494,1410726324.168650,-21.39,1
320833495,1410726326.325150,-21.34,1
320833496,1410726328.613920,-21.46,1
320833497,1410726330.621160,-20.93,0
320833498,1410726331.057530,-27.67,0
320833499,1410726331.106390,-28.53,0
320833500,1410726331.750320,-28.38,0
320833501,1410726332.537500,-27.35,0
320833502,1410726332.764540,-22.62,0
320833261,1410726364.066880,-28.95,0
320833262,1410726364.190100,-29.23,0
320833263,1410726364.723110,-29.63,0
320833264,1410726365.027480,-21.69,1
320833265,1410726366.663000,-31.07,0
